target_id,score_run_id,vertical,naics_code,legal_name,dba_name,address,city,county,state,zip,phone,website,license_number,license_type,license_holder_name,banner_program,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,entity_status,is_distressed,distress_reasons,location_count,pharmacist_count,compounding_capability,layer1_score,layer1_comment,layer2_score,layer2_comment,layer3_score,layer3_comment,layer4_score,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness,deep_dive_pending,drop_reason,disqualifier_type,family_successor_locked,scored_at,batch_idx,spine_index
pharm-2-78,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Park Place Pharmacy,A-Class Park Place Pharmacy,1601 Park Place Ave Ste B,Fort Worth,Tarrant,TX,76110,(817) 924-9292,https://www.fortworth.com/listing/park-place-pharmacy/9223/,,Class A (Community Pharmacy),"Nannie Johnson, RPh (Pharmacist-in-Charge)",Independent (RxLocal),,,unknown,,31,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,77.6,Solo pharmacist 10+yr Class A (31yr tenure),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),58,C,C-tier: Park Place Pharmacy (Fort Worth).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.5,False,,,False,2026-05-16T17:03:57Z,2,78
pharm-2-97,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Katy Medical Complex Pharmacy,Katy Medical Complex Pharmacy,21700 Kingsland Blvd Ste 105,Katy,Harris,TX,77450,(713) 829-6497,https://katymedicalpharmacy.com/,,Class A (Community Pharmacy) + Compounding,,Good Neighbor Pharmacy,,,unknown,,22,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,75.2,Solo pharmacist 10+yr Class A (22yr tenure) | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),58,C,C-tier: Katy Medical Complex Pharmacy (Katy).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.55,False,,,False,2026-05-16T17:03:57Z,2,97
pharm-1-4,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,OHC Pharmacy,OHC Pharmacy,,Houston,Harris,TX,,,https://ohcpharmacy.com/,,,,Independent (RxLocal),,,no_signal,,,unknown,False,[],1,,yes,45.0,no owner-age signal; midpoint placeholder,55,"Class A pharmacy, tenure unknown — placeholder midpoint | +5 compounding",67,3 coast tell(s): Has Instagram presence (@ohcpharmacy) — NOT a coasting tell; suggests modernized op; single-store solo PIC operation; no public team / about page,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,57,C,C-tier: OHC Pharmacy (Houston).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.3,False,,,False,2026-05-16T17:03:57Z,1,4
pharm-2-70,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Meadowbrook Pharmacy,Meadowbrook Pharmacy,6624 Meadowbrook Dr,Fort Worth,Tarrant,TX,76112,(817) 451-6900,https://meadowbrookpharmacytx.com/,,Class A (Community Pharmacy),Abdul Majeed Rasul (President),Good Neighbor Pharmacy,Abdul Majeed Rasul,,unknown,17,17,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,72.2,Solo pharmacist 10+yr Class A (17yr tenure) | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),57,C,C-tier: Meadowbrook Pharmacy (Fort Worth).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.6,False,,,False,2026-05-16T17:03:57Z,2,70
pharm-2-57,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,AM Pharmacy,AM Pharmacy,10401 Anderson Mill Rd Ste 112B,Austin,Williamson,TX,78750,(512) 270-4899,https://www.ampharmacy.org/,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,,unknown,10,10,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,68,Solo pharmacist 10+yr Class A (10yr tenure) | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),56,C,C-tier: AM Pharmacy (Austin).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.5,False,,,False,2026-05-16T17:03:57Z,2,57
pharm-2-58,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,East Austin Medicine Shop,East Austin Medicine Shop,1909 E 38th 1/2 St Ste C2,Austin,Travis,TX,78723,(512) 643-0999,https://www.pharmacistrecommends.com/,,Class A (Community Pharmacy) + Compounding,"Felipe Aguirre, RPh (since Jan 2016)",Good Neighbor Pharmacy,"Felipe Aguirre, RPh (likely owner-PIC)",,unknown,11,11,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,68.6,Solo pharmacist 10+yr Class A (11yr tenure) | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),56,C,C-tier: East Austin Medicine Shop (Austin).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.55,False,,,False,2026-05-16T17:03:57Z,2,58
pharm-2-59,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Tarrytown Pharmacy,Tarrytown Pharmacy,2727 Exposition Blvd,Austin,Travis,TX,78703,(512) 478-6419,https://www.tarrytownpharmacy.com/,,Class A (Community Pharmacy) + Compounding,"Mark Newberry, PharmD (3rd gen owner)",Independent (RxLocal),"Mark Newberry, PharmD (3rd gen); Leslie Newberry (wife)",50,license_grad_year,23,85,unknown,False,[],,,,33.6,"Owner ~50 (<53, low succession risk)",82,Solo pharmacist 10+yr Class A (85yr tenure),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),56,C,"C-tier: Tarrytown Pharmacy (Austin). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.9,False,,,True,2026-05-16T17:03:57Z,2,59
pharm-2-72,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Bailey's Pharmacy,Bailey's Pharmacy,6700 W Vickery Blvd Ste B,Fort Worth,Tarrant,TX,76116,(817) 862-7412,https://www.baileypharmacy.com/,,Class A (Community Pharmacy),Dr. Trisha Bailey (parent owner),Good Neighbor Pharmacy,Dr. Trisha Bailey (Medical Hotspots Inc / Bailey's Medical),,unknown,15,15,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),56,C,C-tier: Bailey's Pharmacy (Fort Worth).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.7,False,,,False,2026-05-16T17:03:57Z,2,72
pharm-2-83,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Frisco Pharmacy,Frisco Pharmacy,14550 State Hwy 121 Ste 150,Frisco,Collin,TX,75035,(469) 305-7058,https://friscopharmacy.net/,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,,unknown,9,9,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,64,Class A pharmacy (9yr) — short of 10yr sellability floor | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Collin),56,C,C-tier: Frisco Pharmacy (Frisco).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.5,False,,,False,2026-05-16T17:03:57Z,2,83
pharm-1-8,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,First Choice Pharmacy,First Choice Pharmacy,,Houston,Harris,TX,,,https://firstchoicepharmacy.pharmacy/,,,,Independent (RxLocal),"Tri Le, RPh (Owner/Pharmacist)",50,20yr_business_tenure_proxy (PharmD graduate ~2005 + ~25 = ~50),20,20,unknown,False,[],1,1,yes,33.6,"Owner ~50 (<53, low succession risk)",76.0,Solo pharmacist 10+yr Class A (20yr tenure) | +5 compounding,55,2 coast tell(s): Solo-PharmD owner-operator; single-store solo PIC operation,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,55,C,C-tier: First Choice Pharmacy (Houston).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.62,False,,,False,2026-05-16T17:03:57Z,1,8
pharm-1-32,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,White Rock Pharmacy,White Rock Pharmacy,,Dallas,Dallas,TX,,,https://www.white-rockpharmacy.com/,,,,Independent (RxLocal),,,no_signal,,,unknown,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",67,3 coast tell(s): No team/about info on website; single-store solo PIC operation; no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),55,C,C-tier: White Rock Pharmacy (Dallas).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.35,False,,,False,2026-05-16T17:03:57Z,1,32
pharm-1-42,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Broadway Pharmacy,Broadway Pharmacy,,San Antonio,Bexar,TX,,,https://www.broadwayrx.com/,,,,Independent (RxLocal),David W. (Owner; surname truncated in source),,no_signal,,,unknown,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",67,3 coast tell(s): Website on .com domain but limited public team/about info; single-store solo PIC operation; no public team / about page,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),55,C,C-tier: Broadway Pharmacy (San Antonio).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.35,False,,,False,2026-05-16T17:03:57Z,1,42
pharm-1-45,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Netcare Pharmacy,Netcare Pharmacy,,San Antonio,Bexar,TX,,,,,,,Independent (RxLocal),"Raj Milan Chhadua, PharmD (Owner/Managing Partner) + Michael Buchmeier (Owner)",,no_signal,,,unknown,False,[],2,2,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",67,3 coast tell(s): No website beyond BBB and NPI directory pages; pre-2015 website or none; RxLocal-only microsite (no independent domain),60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),55,C,C-tier: Netcare Pharmacy (San Antonio).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.42,False,,,False,2026-05-16T17:03:57Z,1,45
pharm-1-47,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Village Square Pharmacy,Village Square Pharmacy,,San Antonio,Bexar,TX,,,https://www.villagesquarepharmacy.com/,,,,Independent (RxLocal),,,no_signal,,,unknown,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",67,3 coast tell(s): Limited public team info; single-store solo PIC operation; no public team / about page,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),55,C,C-tier: Village Square Pharmacy (San Antonio).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.28,False,,,False,2026-05-16T17:03:57Z,1,47
pharm-2-50,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Good Life Pharmacy,Good Life Pharmacy,26108 Overlook Pkwy,San Antonio,Bexar,TX,78260,(210) 819-4515,https://www.goodlifepharm.com/,,Class A (Community Pharmacy),"Riyad Hasanali, PharmD",Independent (RxLocal),"Riyad Hasanali (PharmD) and Aziz Hasanali (brothers, co-owners)",42,founding_date_proxy,12,12,unknown,False,[],,3,,29.8,"Owner ~42 (<53, low succession risk)",81.6,"Multi-pharmacist/multi-loc Class A, 12yr tenure (1 loc, 3 pharmacist(s))",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),55,C,C-tier: Good Life Pharmacy (San Antonio).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.85,False,,,False,2026-05-16T17:03:57Z,2,50
pharm-2-69,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Beach Street Pharmacy,Beach Street Pharmacy,7630 N Beach St Ste 170,Fort Worth,Tarrant,TX,76137,(817) 427-8774,https://www.beachstreetpharmacytx.com/,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",67,3 coast tell(s): no specialty services; single-store solo PIC operation; no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),55,C,C-tier: Beach Street Pharmacy (Fort Worth).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.3,False,,,False,2026-05-16T17:03:57Z,2,69
pharm-2-73,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Daniel Drug Inc,Daniel Drug,3409 W 7th St,Fort Worth,Tarrant,TX,76107,(817) 332-6386,https://www.danieldrug.com/,,Class A (Community Pharmacy) + Compounding,,Good Neighbor Pharmacy,,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",67,3 coast tell(s): no specialty services; single-store solo PIC operation; no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),55,C,C-tier: Daniel Drug Inc (Fort Worth).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.35,False,,,False,2026-05-16T17:03:57Z,2,73
pharm-2-87,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Live Oak Pharmacy,Live Oak Pharmacy,2011 W Spring Creek Pkwy Ste 1500,Plano,Collin,TX,75023,(972) 532-1008,https://www.liveoakpharmacy.info/,,Class A (Community Pharmacy),"Bilal (UJordan College of Pharmacy 2004, owner-PIC)",Independent (RxLocal),Bilal (last name not surfaced),47,license_grad_year,22,8,unknown,False,[],,1,,32.2,"Owner ~47 (<53, low succession risk)",72.2,Solo pharmacist 10+yr Class A (22yr tenure),55,2 coast tell(s): no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Collin),54,D,D-tier: Live Oak Pharmacy (Plano). ,Not a current target. See disqualifier / distress reasons.,medium,0.7,False,,,False,2026-05-16T17:03:57Z,2,87
pharm-1-12,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Park Plaza Pharmacy,Park Plaza Pharmacy,,Houston,Harris,TX,,,https://www.parkplazapharmacy.org/,,,,Independent (RxLocal),"Edison Asonye, PD/RPh and Sandra Asonye",,no_signal,,,unknown,False,[],1,2,yes - compounding listed,45.0,no owner-age signal; midpoint placeholder,55,"Class A pharmacy, tenure unknown — placeholder midpoint | +5 compounding",55,2 coast tell(s): Website on .org domain (unusual for retail); Templated layout,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,53,D,D-tier: Park Plaza Pharmacy (Houston). ,Not a current target. See disqualifier / distress reasons.,medium,0.55,False,,,False,2026-05-16T17:03:57Z,1,12
pharm-2-85,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Southern Star Pharmacy,Southern Star Pharmacy,6101 Windhaven Pkwy Ste 125,Plano,Collin,TX,75093,(972) 677-7891,https://southernstarrx.com/,,Class A (Community Pharmacy) + Compounding,Syeda Ahmed (Director of Pharmacy),Good Neighbor Pharmacy,Raman Bhaumik (parent group TSP); Syeda Ahmed (Director),,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Collin),53,D,D-tier: Southern Star Pharmacy (Plano). ,Not a current target. See disqualifier / distress reasons.,medium,0.65,False,,,False,2026-05-16T17:03:57Z,2,85
pharm-1-23,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Fiesta MLK Pharmacy,Fiesta MLK Pharmacy,,Dallas,Dallas,TX,,,http://www.fiestamlkpharmacy.com/,,,,Good Neighbor Pharmacy,"Sirisha (PharmD, 20+ yr practicing pharmacist)",48,20yr_practice_proxy (PharmD ~2003 + ~24 = ~47),,,unknown,False,[],1,1,unknown,32.6,"Owner ~48 (<53, low succession risk)",53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",67,3 coast tell(s): No website beyond template; Single solo-OWN PharmD; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),52,D,D-tier: Fiesta MLK Pharmacy (Dallas). In-store grocery lease dependency — capped to C,Not a current target. See disqualifier / distress reasons.,low,0.45,False,,in_store_grocery_lease_dependent,False,2026-05-16T17:03:57Z,1,23
pharm-2-64,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Brodie Lane Pharmacy,Brodie Lane Pharmacy,8916 Brodie Ln Ste 300,Austin,Travis,TX,78748,(512) 362-8083,https://brodielanepharmacy.com/,,Class A (Community Pharmacy),"Aaron Williams, PharmD (Oklahoma 2007 grad)",Independent (RxLocal),"Aaron Williams, PharmD; Marisa Williams (co-owners)",44,license_grad_year,19,,unknown,False,[],,1,,30.8,"Owner ~44 (<53, low succession risk)",70.4,Solo pharmacist 10+yr Class A (19yr tenure),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),52,D,D-tier: Brodie Lane Pharmacy (Austin). ,Not a current target. See disqualifier / distress reasons.,high,0.8,False,,,False,2026-05-16T17:03:57Z,2,64
pharm-2-82,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Total Pharmacy Ennis,Total Pharmacy Ennis,329 N Shiloh Rd Ste B (also 2046 Forest Ln 140 Garland),Garland,Dallas,TX,75042,(972) 276-7071,https://www.wellrevolution.com/care-location/total-pharmacy-ennis,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),52,D,D-tier: Total Pharmacy Ennis (Garland). ,Not a current target. See disqualifier / distress reasons.,low,0.4,False,,,False,2026-05-16T17:03:57Z,2,82
pharm-2-86,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Texas Star Pharmacy,Thesis Pharmacy (recently rebranded from Texas Star),Plano,Plano,Collin,TX,75024,(972) 519-8475,https://www.texasstarpharmacy.com/,,Class A (Community Pharmacy) + Compounding,"Raman Bhaumik, PharmD; Jay Bhaumik (co-owners)",Independent (RxLocal),"Raman Bhaumik, PharmD; Jay Bhaumik",,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",55,2 coast tell(s): no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Collin),52,D,D-tier: Texas Star Pharmacy (Plano). ,Not a current target. See disqualifier / distress reasons.,high,0.75,False,,,False,2026-05-16T17:03:57Z,2,86
pharm-2-90,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Pets and People Pharmacy,Pets & People Pharmacy,9215 Broadway St Ste 113,Pearland,Brazoria,TX,77584,(281) 741-5825,https://petspeoplepharmacy.com/,,Class A (Community Pharmacy) + Compounding + Veterinary Compounding,"James Dykes, RPh (Owner-PIC)",Good Neighbor Pharmacy,"James Dykes, RPh",,unknown,,,unknown,False,[],,1,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),52,D,D-tier: Pets and People Pharmacy (Pearland). ,Not a current target. See disqualifier / distress reasons.,medium,0.6,False,,,False,2026-05-16T17:03:57Z,2,90
pharm-2-94,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,WeCare Pharmacy,WeCare Pharmacy / WeCareRx,4732 Sugar Grove Blvd Ste 203,Stafford,Fort Bend,TX,77477,(281) 783-8300,https://wecarepharm.com/,,Class A (Community Pharmacy) + Compounding + Specialty,"Xuan Huynh, PharmD (Owner-PIC, Compounding)",Good Neighbor Pharmacy,"Xuan Huynh, PharmD",,unknown,,,unknown,False,[],,1,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),52,D,D-tier: WeCare Pharmacy (Stafford). ,Not a current target. See disqualifier / distress reasons.,medium,0.6,False,,,False,2026-05-16T17:03:57Z,2,94
pharm-2-96,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Rite Care Pharmacy (Sugar Land),Rite Care Pharmacy,15271 Southwest Fwy,Sugar Land,Fort Bend,TX,77478,(713) 955-5700,https://www.ritecarerx.net/locations/sugar-land-tx-pharmacy,,Class A (Community Pharmacy),"Queen Ozigboh, RPh (PIC)",Independent (RxLocal),,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),52,D,D-tier: Rite Care Pharmacy (Sugar Land) (Sugar Land). ,Not a current target. See disqualifier / distress reasons.,medium,0.55,False,,,False,2026-05-16T17:03:57Z,2,96
pharm-2-98,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Spring Green Pharmacy,Spring Green Pharmacy,1443 FM 1463 Rd Ste 650,Katy,Fort Bend,TX,77494,(281) 942-4330,https://springgreenpharmacy.com/,,Class A (Community Pharmacy) + Compounding,,Good Neighbor Pharmacy,,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),52,D,D-tier: Spring Green Pharmacy (Katy). ,Not a current target. See disqualifier / distress reasons.,low,0.4,False,,,False,2026-05-16T17:03:57Z,2,98
pharm-2-99,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Life Pharmacy,Life Pharmacy LLC,23541 Westheimer Pkwy Ste 130,Katy,Fort Bend,TX,77494,(713) 665-5050,https://www.lifepharmacyrx.com/,,Class A (Community Pharmacy) + Compounding + Medical Weight Loss,,Good Neighbor Pharmacy,,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),52,D,D-tier: Life Pharmacy (Katy). ,Not a current target. See disqualifier / distress reasons.,low,0.5,False,,,False,2026-05-16T17:03:57Z,2,99
pharm-2-66,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Lamar Family Pharmacy,Lamar Family Pharmacy,8738 N Lamar Blvd Ste C,Austin,Travis,TX,78753,(512) 765-5831,https://www.lamarfamilyrx.us/,,Class A (Community Pharmacy),,Independent (RxLocal),,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),51,D,D-tier: Lamar Family Pharmacy (Austin). ,Not a current target. See disqualifier / distress reasons.,low,0.45,False,,,False,2026-05-16T17:03:57Z,2,66
pharm-2-74,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Hall's Pharmacy,Hall's Specialty Pharmacy / Hall's Long Term Care Pharmacy,708 Pennsylvania Ave,Fort Worth,Tarrant,TX,76104,(817) 877-3677,https://www.hallsspecialtyrx.com/,,Class A (Community Pharmacy) / Specialty / LTC,Lewis Hall (President of LTC arm),Independent (RxLocal),Lewis Hall (LTC arm); Hall family,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),51,D,D-tier: Hall's Pharmacy (Fort Worth). ,Not a current target. See disqualifier / distress reasons.,medium,0.55,False,,,False,2026-05-16T17:03:57Z,2,74
pharm-2-76,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,McCart Pharmacy,McCart Pharmacy LLC,4237 McCart Ave,Fort Worth,Tarrant,TX,76115,(817) 924-7200,http://www.mccartpharmacy.com/,,Class A (Community Pharmacy) + Compounding,,Independent (RxLocal),,,unknown,,,unknown,False,[],,1,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),51,D,D-tier: McCart Pharmacy (Fort Worth). ,Not a current target. See disqualifier / distress reasons.,low,0.5,False,,,False,2026-05-16T17:03:57Z,2,76
